"item_id","item","unidades_30d","vertical","agg1_ml","agg2_ml","agg3_ml","domain_id"
"4243202061","Camara De Ar Carrinho De Mão Carriola Aro 8 350-8 Boartyre 3.25/3.50-8 Tr13 Carga Para Pneus","30","VEHICLE PARTS & ACCESSORIES","ACC TIRES","OTHER ACC TIRES","OTHER ACC TIRES","MLB-VEHICLE_TIRE_INNER_TUBES"
"1858445728","Chinelo Havaianas Masculino Power 2.0 Anatômica Massageadora","30","FASHION","FOOTWEAR","SANDAL","SANDAL","MLB-SANDALS_AND_CLOGS"
"4385468921","R. Funil Inox Dosador Confeiteiro Bicos Com Prateleira","30","FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","MLB-KITCHEN_FUNNELS"
"1395282169","Expositor De Folhas A4 De Acrílico R3","30","CONSTRUCTION & INDUSTRY","INDUSTRY","OFFICE EQUIPMENT","OFFICE EQUIPMENT","MLB-BROCHURE_AND_MENU_HOLDERS"
"6675946916","Seringa Insulina 0,5ml 6x0,25mm Agulha Fixa C/100 Und 0.5 Ml","30","HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","HEALTH PROFESSIONAL CONSUMABLES","MLB-SYRINGES"
"6211102540","Pasta Gel Desengraxante Tradicional H Plus 3 Kg","30","VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS ACCESSORIES","CARS & VANS ACCESSORIES EXTERIOR","MLB-VEHICLE_DEGREASERS"
"4508844205","Bloco Adesivo 76x76mm Colorido Pastel 400 Folhas Notas Colorido","30","CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","OTHER OFFICE & SCHOOL SUPPLIES","MLB-STICKY_NOTES"
"4284494911","Cabo Tripolar Chinamate 1.5m 10a Para Fonte Tv Monitor Impressora 127/220v","30","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","CABLES & ACCESSORIES","MLB-POWER_CORDS"
"4681774978","Apito De Metal Profissional Com Cordão Pack 2 Unidades Cor A Prateado","30","SPORTS","FOOTBALL","FOOTBALL ACCESSORIES","FOOTBALL ACCESSORIES","MLB-SPORT_AND_SECURITY_WHISTLES"
"3299628039","Kit 12 Disco De Corte Starrett Para Metal E Aço Inox 7 Pol Amarelo","30","CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","CUTTING ACC","MLB-CUTTING_AND_GRINDING_DISCS_AND_STONES"
"5082270404","Farol Para Bike 2 Led Cree T6 Recarregável Usb Com Medidor","30","SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","MLB-BICYCLE_LIGHTS"
"1770239013","Par Aliança Prata950 Namoro Compromisso Com Solitario 950","30","FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","MLB-WEDDING_BANDS"
"6165787844","Pilha Aaa Panasonic Super Hyper 40u","30","CPG","CPG HOME CARE","BATTERIES","CELL BATTERIES","MLB-CELL_BATTERIES"
"4607784583","Boné Brasil Bandeirinha Bordado Ajustável Unissex Aba Curva Amarelo Un","30","FASHION","APPAREL ACCESSORIES","HATS","HATS","MLB-HATS_AND_CAPS"
"6491909116","Mouse C3tech Ms31bk Usb 1000dpi Preto Plug Play Barato E Bom Preto","30","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PC PERIPHERALS","COMPUTER MICE","MLB-COMPUTER_MICE"
"5151067076","Controle Remoto Tx 3tb Nice Hcs2 Rolling Code Linear","30","CONSTRUCTION & INDUSTRY","SECURITY","DOOR AND GATE AUTOMIZATION","DOOR AND GATE AUTOMIZATION","MLB-DOOR_AND_GATE_REMOTE_CONTROLS"
"6182099360","Roldana Zamach Rolamento Porta Janelas De Alumínio 2pç 80kg","30","CONSTRUCTION & INDUSTRY","INDUSTRY","INDUSTRY GENERAL EQUIPMENT","INDUSTRY GENERAL EQUIPMENT","MLB-INDUSTRIAL_PULLEYS"
"4690786138","Fórmula Infantil Ninho Em Pó Fases 1 800g Nestlé","30","CPG","FOODS","INFANTS & BABIES","MILKBASED COMPOUND","MLB-BABY_FORMULAS"
"6431291050","Hub Usb-c 6 Em 1 Adaptador Multiporta, Ethernet Gigabit, Hdmi 4k 60hz, Pd 100w, Usb 3.0, Leitor Sd/tf, Compatível Macbook iPad Air/pro, Transferência Rápida, Driver Estável Cinza-escuro","30","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","HUBS USB","MLB-USB_HUBS"
"3736309913","100 Abraçadeiras De Identificação  Fibra E Cabos 100x20x13mm","30","CONSTRUCTION & INDUSTRY","INDUSTRY","PACKAGING","PACKAGING","MLB-SECURITY_SEALS"
"4280485565","Caixinha Som Karaokê 2 Microfones Bluetooth Infantil Adulto","30","HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","AUDIO","AUDIO DEVICES","MLB-SPEAKERS"
"4185250951","Calça Jeans Mom Plus Size Lisa Clara Com Riscos Cintura Alta","30","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-PANTS"
"3945106889","Brinquedo Aquaplay Etitoys Spider Homem Aranha Jogo Aquático Argolas Marrom","30","T & B","TOYS AND GAMES","ELECTRONIC TOYS","LAPTOPS & CELLPHONES","MLB-TOY_CELLPHONES"
"4277305087","Cacao Whey Essential Nutrition - Sachê 28g Chocolate","30","HEALTH","SUPPLEMENTS","SPORTS SUPPLEMENTS","PROTEINS","MLB-SUPPLEMENTS"
"4152580651","Fio Linha Amigurumi Circulo 254 Metros | Escolha As Cores","30","FURNISHING & HOUSEWARE","HABERDASHERY","HABERDASHERY","HABERDASHERY","MLB-SEWING_AND_CRAFT_THREADS"
"4617400245","Spot Led Redondo 12w Direcionável Bivolt 4000k Avant Cor Branco","30","CONSTRUCTION & INDUSTRY","LIGHTING","WALL & CEILING LIGHTS","WALL & CEILING LIGHTS","MLB-FLOOR_CEILING_AND_WALL_LIGHTS"
"3723303503","Velcro Organizador De Cabos 20 Mm X 3 Metros 1 Unidade Preto Preto","30","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","CABLES & ACCESSORIES","MLB-CABLE_ORGANIZERS"
"6517571892","Disco Cortag 61753 Desbaste Rebolo Diamantado Concreto 115mm Turbo Vermelho","30","CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","CUTTING ACC","MLB-CUTTING_AND_GRINDING_DISCS_AND_STONES"
"4108731521","Fecho Trinco Porta Modelo Gangorra Click Armário Gaveta","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","DOOR, WINDOW & FENCES","HARDWARE","MLB-DOOR_AND_WINDOW_LATCHES"
"5504765216","Kit 4 Rolos Etiquetas Térmicas Adesivas Niimbot 40x30mm Impressoras B21/b1 Branco","30","CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","OTHER OFFICE & SCHOOL SUPPLIES","MLB-SELF_ADHESIVE_LABELS"
"3287763257","Terminal Tubular Ilhós Duplo Pré-isolado 0,75mm Cinza-100un","30","HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","ELECTRONIC, TOOLS & COMPONENTS","ELECTRONIC COMPONENTS","MLB-AUDIO_AND_VIDEO_CONNECTORS"
"4447069741","Lanterna Militar Tática Led Cree Recarregável Mais Forte Do Mundo Ultra Potente 1000m Zoom Alto Brilho Resistente Agua Sitio Fazenda Branco Preto","30","SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","MLB-FLASHLIGHTS"
"4503160621","Kit Festa Copa 2026 Brasil:pulseiras E Acessórios Y Torcedor","30","T & B","PARTY","PARTY SUPPLY","PARTY SUPPLY KITS","MLB-PARTY_SUPPLY_KITS"
"4607845001","Chaveiro Identificador Colorido Guerreiro","30","FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","MLB-KEYCHAINS"
"3884419789","Agulha De Acupuntura 25x40mm Cx C/ 100 Unid - Uniqmed","30","HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","HEALTH PROFESSIONAL CONSUMABLES","MLB-ACUPUNCTURE_NEEDLES"
"4268151009","5 Forma P/ Cupcake 180ml Petit Gateau+1 De Brinde/ Sextou !! Cinza","30","FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","MLB-KITCHEN_MOLDS"
"962132541","Papel Adesivo Com Brilho Brilhante A4 50 Fl Impressora Laser Branco","30","CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","PAPERS","MLB-SCHOOL_AND_OFFICE_PAPERS"
"3980181357","Vestido Feminino Longo Estampado Floral Viscolinho Leve","30","FASHION","APPAREL","CLOTHING","DRESSES","MLB-DRESSES"
"5770017124","Garrafa Térmica 1l Mesa Café Chá Leite Use Vermelha Rubi Mor","30","SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","MLB-THERMOSES"
"1749021900","Pincel Artista Artesanato Chato 815-16 Cerda Natural Tigre","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","PAINTING","BRUSHES & ROLLERS","MLB-PAINT_BRUSHES"
"4339026161","Adaptador Tira Mau Cheiro Ralos E Porta Grelhas 10cm Giofer","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","BATHROOM & KITCHEN CONSTRUCTION","BATHTUBS, SHOWERS ACC & DRAINS","MLB-DRAIN_GRATES"
"4478244091","Moedor De Café Elétrico Multifuncional Inox Grãos Temperos 110v Prata","30","CONSTRUCTION & INDUSTRY","INDUSTRY","GASTRONOMY & HOSPITALITY","GASTRONOMY & HOSPITALITY","MLB-ELECTRIC_GRAIN_MILLS"
"4175914369","Bateria Alarme 12v Vrla Selada Agm Nobreak 1 Ano Garantia Preto","30","CONSTRUCTION & INDUSTRY","SECURITY","ALARMS & SENSORS","ALARMS & SENSORS","MLB-HOME_ALARMS_AND_SENSORS"
"4615043109","Caneta Esferográfica Bic Cristal 1.0mm Vima Ferrramentas 1un Azul","30","CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","PEN, PENCILS & ACC","MLB-PENS"
"5004780142","Fita De Eva Vedação Preto 5mm X 10mmx 10metros Auto Colante Preto","30","CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","GLUES & TAPES","MLB-ADHESIVE_TAPES"
"6075833754","Bucha Bandeja Dianteira Virtus Fox Gol Polo Up  Vw","30","VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","MLB-VEHICLE_SUSPENSION_CONTROL_ARM_BUSHINGS"
"4217092461","Kit 10 Conectores Wago 221-2411 2 Vias 4mm Transparente Laranja","30","HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","ELECTRONIC, TOOLS & COMPONENTS","ELECTRONIC COMPONENTS","MLB-AUDIO_AND_VIDEO_CONNECTORS"
"4094082529","Pilha Alcalina Aa Comum Elgin - Blister Com 16 Unidades","30","CPG","CPG HOME CARE","BATTERIES","CELL BATTERIES","MLB-CELL_BATTERIES"
"3805886333","Brasa Store Tábua De Madeira Teca Quadrada 27x27 Para Porções E Churrasco Lisa Marrom-claro","30","FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","MLB-CUTTING_BOARDS"
"4240079697","Temporizador Digital Industrial Din35 16a Te-4163 Decorlux","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","TIMERS & RELAYS","MLB-ELECTRICAL_TIMERS"
"5083024716","Porta Retrato Digital 7 Som Video Mp3 Mp4 Com Controle Cor Branco","30","TECHNOLOGY","CAMERAS & DRONES","CAMERA ACCESSORIES","OTHER CAMERA ACCESSORIES","MLB-DIGITAL_PICTURE_FRAMES"
"2731111495","Plug Pino Maciço Macho 90 Gr 2p+t 20a Fame Preto Prensa Cabo 127/220v","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","SWITCHES AND PLUGS","MLB-ELECTRIC_PLUGS"
"3813819942","200 Sacos Kraft Delivery Médio Fast Food Entregas 24x30x14","30","CONSTRUCTION & INDUSTRY","INDUSTRY","ADVERTISEMENT & GRAPHIC DESIGN","ADVERTISEMENT & GRAPHIC DESIGN","MLB-COMMERCIAL_AND_EVENT_BAGS"
"3196775981","Cabide Gancho Inox Adesivo Kit 12 Peças Cozinha Banheiro Cinza","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","BATHROOM & KITCHEN CONSTRUCTION","BATHROOM & KITCHEN CONSTRUCTION ACC","MLB-BATHROOM_HOOKS"
"6469645608","Relé Fotocontrolador Fotoelétrico Microcontrolado Exatron Até 1000w Na Instantâneo Luxen 0fd 127/220v","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","PHOTOCONTROLS","MLB-PHOTOCONTROLS"
"3276829993","100 Pares Brinco Pérola Tag Lembrancinha Dia Das Mães Brinde Pérola","30","T & B","PARTY","PARTY DECORATION","PARTY SUPPLIES","MLB-PARTY_SUPPLIES"
"5491296386","Camisa Social Feminino Listrada Blusa Listras Tendencia Moda","30","FASHION","APPAREL","CLOTHING","SHIRTS","MLB-SHIRTS"
"2181847433","Lampada Uv Purificador Pa30g Pa31g A07649201 Original","30","FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","WATER DISPENSERS AND FILTERS","MLB-WATER_PURIFIER_FILTERS_REPLACEMENTS"
"6136480870","Pokémon Tcg: Pokémon Day 2026 Collection - Inglês","30","T & B","TOYS AND GAMES","BOARD AND CARD GAMES","BOARD GAMES","MLB-BOARD_AND_CARD_GAMES"
"5725140966","Kit Cinto De Seg Retrátil 3 Pontas Santana Parati Siena","30","VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS INTERIOR","MLB-VEHICLE_SEAT_BELTS"
"5926004028","Memória Para Notebook Crucial 8gb Ddr5 5600mhz Sodimm Ct8g56c46s5 Cor Preto","30","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","DESKTOP PC PARTS","RAM MEMORY","MLB-RAM_MEMORY_MODULES"
"6293569444","Calça Uniforme Açougue Cozinha Limpeza Com Bolsos Microfibra Branco G","30","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-WORK_PANTS"
"1229330487","Escova De Aço Torcida Tipo Cônica 4 D-39861- Makita","30","CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","CUTTING AND ROUGHING","MLB-HAND_WIRE_BRUSHES"
"4552058687","Luminária Painel Led Embutir Redonda 12w 4000k Luz Neutra 127/220v Branco","30","CONSTRUCTION & INDUSTRY","LIGHTING","WALL & CEILING LIGHTS","WALL & CEILING LIGHTS","MLB-FLOOR_CEILING_AND_WALL_LIGHTS"
"4193880573","Cabo Negativo Para Nobreak Jumper Bateria Selada  - 14cm Branco 127/220v","30","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","CABLES & ACCESSORIES","MLB-POWER_CORDS"
"6410643144","Válvula Registro Esfera Metal Latão 1 Polegada Bsp - Gamax","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","PLUMBING","VALVES","MLB-SHUT_OFF_VALVES"
"3233404401","Squeeze Personalizada Térmica (400ml) - Café, Chá E Água","30","SPORTS","INDOOR SPORTS","GYM","GYM ACCESORIES","MLB-SPORT_AND_BAZAAR_BOTTLES"
"5313569122","Tag Adesivo Rfid Uhf Control Id Ip68 Moto/carro Blindado","30","CONSTRUCTION & INDUSTRY","INDUSTRY","OFFICE EQUIPMENT","OFFICE EQUIPMENT","MLB-RFID_TAGS"
"1979846693","Cabo De Rede Cat6 5 Metros Ethernet Lan Giga 10/1000","30","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PARTS COMPONENTS","PC COMPONENTS","MLB-NETWORK_CABLES"
"5055230666","Vestido Midi Feminino Transpassado Ajustável Modela Cintura","30","FASHION","APPAREL","CLOTHING","DRESSES","MLB-DRESSES"
"4198604709","Presente Natura Ekos Sabonetes Pitanguinhas (6un)","30","CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","MLB-BAR_SOAPS"
"4463780259","Copo Térmico Bull 1200ml Blogueira Bebida Quente Frio Canudo Lisa Cor Azul-claro Liso","30","SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","MLB-THERMAL_CUPS_AND_TUMBLERS"
"3296914821","50 Etiquetas Termocolante 5x1cm Uniforme Escolar Nãocraquela","30","FURNISHING & HOUSEWARE","HABERDASHERY","HABERDASHERY","HABERDASHERY","MLB-TEXTILE_LABELS"
"3611865457","Copo Com Alça Removível 250ml Azul Buba","30","T & B","BABY","BREASTFEED & EATING ACCESSORIES","BABY CUPS AND MUGS","MLB-BABY_CUPS_AND_MUGS"
"4454021873","Painel Led Alu 24w 3000k Sob. Quadrado 110v/220v 30cm Avant Branco 127/220v","30","CONSTRUCTION & INDUSTRY","LIGHTING","WALL & CEILING LIGHTS","WALL & CEILING LIGHTS","MLB-FLOOR_CEILING_AND_WALL_LIGHTS"
"1454619234","Saia Balé Ballet Dança Uniforme Transpassada Transpassar","30","FASHION","APPAREL","CLOTHING","PANTS & OTHERS","MLB-SKIRTS"
"4575598838","Modulo Interruptor Bipolar Simples 10a/250v 1md Br Lunare Cor Branco Corrente Nominal 10 A Voltagem Nominal 250v 220v","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","SWITCHES AND PLUGS","MLB-WALL_LIGHT_SWITCHES"
"4613910974","Reator Eletrônico Intral 2 X 16w Bivolt 127 / 220v 01657 127/220v","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","BALLASTS & INVERTERS","MLB-ELECTRICAL_BALLASTS"
"5343669738","Copo Térmico Personalizado 473 Ml Nome Logo Time Simbolo","30","SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","MLB-THERMAL_CUPS_AND_TUMBLERS"
"5856035944","Organizador De Malas Bolsas De Viagem Kit Necessaire 7 Cor Azul-escuro Desenho Do Tecido Liso","30","FASHION","APPAREL ACCESSORIES","BAG & BACKPACK","BAGS","MLB-TOILETRY_BAGS"
"4054748055","Scrubs Blusa Bata Enfermagem Medicina Cuidadora Pijama","30","CONSTRUCTION & INDUSTRY","INDUSTRY","UNIFORMS","UNIFORMS","MLB-WORK_SCRUBS"
"6545449556","Cinzeiro Vidro Redondo Transparente - Bar Restaurante Casa Transparente Liso","30","FURNISHING & HOUSEWARE","DECOR","ORNAMENTS","ORNAMENTS","MLB-ASHTRAYS"
"3880130341","Caminhão Com Pinos Madeira Brinquedo Educativo De Encaixe Colorido","30","T & B","TOYS AND GAMES","ART & CRAFT","ORGANIZATION & STORAGE TOYS","MLB-INFANTS_SORTING_AND_STACKING_TOYS"
"4170305901","Selvs Collagen Bar - Barrinha Proteica De Colágeno","30","HEALTH","SUPPLEMENTS","HEALTH SUPPLEMENTS","COLLAGEN","MLB-SUPPLEMENTS"
"4477753991","Placa Sinalização Banheiro Masculino Regras 20x15cm Ps 1mm","30","CONSTRUCTION & INDUSTRY","INDUSTRY","ADVERTISEMENT & GRAPHIC DESIGN","ADVERTISEMENT & GRAPHIC DESIGN","MLB-IDENTIFICATION_AND_PRESENTATION_CARDS"
"4640808797","Vela Perfumada Flor Aromática Ambiente Casa Quarto Sala Spa Verde","30","FURNISHING & HOUSEWARE","DECOR","CANDLES AND ACC","CANDLES AND ACC","MLB-CANDLES"
"2782454487","Envelope P/ Esterilização Auto Selante 9x26 C/200 Unidades","30","HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","MEDICAL SPECIALIZED EQUIPMENT","MLB-MEDICAL_AND_LABORATORY_AUTOCLAVES"
"5212228030","Kit 2 Temporizador Timer Mecânico Bivolt 110v 220v Branco","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","TIMERS & RELAYS","MLB-ELECTRICAL_TIMERS"
"2696277797","Camisa Térmica Gola Alta Proteção Uv Unissex Segunda Pele","30","FASHION","APPAREL","CLOTHING","SPORTSWEAR","MLB-THERMAL_SHIRTS"
"3607417677","Organizador Acrílico Gaveteiro Sikin Acrílicos Com 2 Gavetas Transparente","30","BEAUTY","MAKEUP","MAKEUP KITS AND ACCESSORIES","MAKEUP KITS AND ACCESSORIES","MLB-MAKEUP_ORGANIZERS"
"2626009220","Sintético Verniz Brilho Varias Cores - 50cm X 140cm","30","CONSTRUCTION & INDUSTRY","INDUSTRY","TEXTIL INDUSTRY","TEXTIL INDUSTRY","MLB-FABRICS"
"4186752855","Kit 5 Escovas Para Limpeza Interna De Automóveis Cerdas Dura","30","CPG","CPG HOME CARE","CLEANING EQUIPMENT","CLEANING EQUIPMENT","MLB-CLEANING_SUPPLIES"
"2072417350","Cabo Hdmi Extensor Adaptador Hdmi - Femea - Hdmi Macho 30 Cm","30","HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","AUDIO ACCESSORIES","AUDIO & VIDEO CABLES & ADAPTERS","MLB-AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS"
"4610079493","O Poder Do Pijama Rosa","30","ENTERTAINMENT","BOOKS AND OTHERS","BOOKS","BOOKS","MLB-BOOKS"
"4253718715","Etiqueta Térmica Adesiva 50x30mm Niimbot 230 Unidades Branco","30","CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","OTHER OFFICE & SCHOOL SUPPLIES","MLB-SELF_ADHESIVE_LABELS"
"5886281412","Coluna Torre Inox 304 Puxadores Online 30cm Preto Fosco 2 Furos Vidro","30","CONSTRUCTION & INDUSTRY","CONSTRUCTION","DOOR, WINDOW & FENCES","HARDWARE","MLB-FURNITURE_DOOR_AND_WINDOW_HINGES"
"4125155559","Fonte Carregador Para Hp 20v 3.25a 65w | Usb-c Type C Modelo: Retangular","30","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","NOTEBOOK ACCESSORIES","MLB-LAPTOP_CHARGERS"
"5044892488","Mouse Dell Ms116 Preto","30","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PC PERIPHERALS","COMPUTER MICE","MLB-COMPUTER_MICE"
"6441329148","Toalha Bandeira Do Brasil Gigante Praia Banho Copa Do Mundo Amarelo Brasil 2026","30","FURNISHING & HOUSEWARE","TEXTILES","BATHROOM TEXTILES","TOWELS & TOILET RUGS","MLB-BATH_TOWELS"
"6207988088","Carregador Veicular 60w Turbo Porta Dupla Usb-c E Cabo Cor Mesclado Preto/azul","30","TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES PARTS & ACCESSORIES","SMARTPHONES DEVICE CHARGERS","MLB-MOBILE_DEVICE_CHARGERS"
"5830125294","Pijama Cirúrgico Feminino Scrub  Conjunto Hospitalar Roupa","30","CONSTRUCTION & INDUSTRY","INDUSTRY","UNIFORMS","UNIFORMS","MLB-WORK_SCRUBS"
"5419122578","Ramequim Cerâmica Orgânic Médio Dust Cinza 70ml Porto Brasil Cinza Dust","30","FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","COOKWARE","MLB-RAMEKINS"
"2685323155","Caixa Mdf Lisa De Presente 20x20x10cm Grande Madeira Top","30","OTHERS","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","MLB-READY_TO_PAINT_FIGURES_AND_OBJECTS"
"4368898451","Esmerilhadeira Lixadeira Angular Elétrica 2 Bateria 12v Azul-escuro 12v","30","CONSTRUCTION & INDUSTRY","TOOLS","POWER TOOLS","CUTTING","MLB-POWER_GRINDERS"
"6010773172","Refletor Led Slim 30w 6500k Branco Frio Ip65 A Prova D'água Preto Cod: 259301378 Avant 127/220v","30","CONSTRUCTION & INDUSTRY","LIGHTING","EMERGENCY & FLOOD LIGHTS","EMERGENCY & FLOOD LIGHTS","MLB-FLOOD_LIGHTS"
"4202690511","15 Display Prisma Acrílico De Mesa 15x8 Transparente","30","CONSTRUCTION & INDUSTRY","INDUSTRY","OFFICE EQUIPMENT","OFFICE EQUIPMENT","MLB-BROCHURE_AND_MENU_HOLDERS"
"4264714863","Adaptador Hub Usb 3 Portas Fy Rede Rj45 Ethernet 2.0 Compatível Mac Windows Prateado","30","TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","HUBS USB","MLB-USB_HUBS"
"6207109962","Spot Duplo Embutido Recuado Par20 Preto + Lâmpada 4000k Branco - Neutro 127/220v","30","CONSTRUCTION & INDUSTRY","LIGHTING","WALL & CEILING LIGHTS","WALL & CEILING LIGHTS","MLB-FLOOR_CEILING_AND_WALL_LIGHTS"
"1161678274","Arruela Pvc, 12,5x2,0mm Furo Int. 5mm - 100 Unid (ref.6023)","30","CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","OTHER TOOLS ACC","MLB-TOOL_ACCESSORIES_AND_REPLACEMENTS"
"6273377438","Chaleira Eletrica Atacama 1,8l - Unitermi Prateado 220v","30","HOME ELECTRONICS","SMALL APPLIANCES","KITCHEN","ELECTRIC KITCHEN TOOLS","MLB-ELECTRIC_JUGS"
"3193875437","Revista Ebd Adulto Aluno 2º Trimestre Cpad","30","ENTERTAINMENT","BOOKS AND OTHERS","MAGAZINES AND COMICS","MANGA AND COMICS","MLB-MAGAZINES"
"4617625675","Kit 10 Pulseiras Led Casamento Festa Pisca Batida Da Musica Branca C/led Colorido","30","T & B","PARTY","PARTY COSTUMES & ACCESSORIES","PARTY COSTUMES & ACCESSORIES","MLB-PARTY_BRACELETS_AND_NECKLACES"
"5922951544","Copo Termico 1200ml Aço Camada Dupla Com Alça Canudo Inox","30","SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","MLB-THERMAL_CUPS_AND_TUMBLERS"
"4081458781","Painel Plafon Led Embutir Redondo 18w Bivolt 22x22 3000k 127/220v Branco Quente","30","CONSTRUCTION & INDUSTRY","LIGHTING","WALL & CEILING LIGHTS","WALL & CEILING LIGHTS","MLB-FLOOR_CEILING_AND_WALL_LIGHTS"
"4709717582","Cabo Hdmi 1.4 Fullhd 3d 1080p 19 Pinos - 1,8 Metro","30","HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","AUDIO ACCESSORIES","AUDIO & VIDEO CABLES & ADAPTERS","MLB-AUDIO_AND_VIDEO_CABLES_AND_ADAPTERS"
"4405156641","Protetor Solar Above Fator 30 Spray","30","BEAUTY","BEAUTY PERSONAL CARE","SOLAR CARE","BODY SOLAR CARE","MLB-SUNSCREENS"
"4662917582","Chaveiro Violino Konig Prateado Presente Para Músicos Prateado","30","FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","MLB-KEYCHAINS"
"3810721591","4pc Estaca Fixa Resistente Quadra Areia Gramado Beach Tennis Laranja","30","SPORTS","MOUNTAIN & OUTDOORS","CAMPING","SHELTER & SLEEP","MLB-TENT_STAKES"
"4064830191","8x Fita Zebrada Sinalização Isolamento Área Segura 200mts Preto/amarelo","30","CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","GLUES & TAPES","MLB-ADHESIVE_TAPES"
