"vertical","agg1","agg2","agg3","dominio","unidades","nmv_brl","pct_del_nmv_zona","pct_del_nmv_vertical"
"SPORTS","INDOOR SPORTS","GYM","GYM ACCESORIES","TRAINING_BATTLE_ROPES","10","960","0,001","0,027"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_GRILLES","13","955","0,001","0,011"
"SPORTS","MOUNTAIN & OUTDOORS","FISHING","FISHING_APPAREL_AND_EQUIPMENT","WADERS","8","954","0,001","0,027"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS ACCESSORIES","CARS & VANS ACCESSORIES EXTERIOR","VEHICLE_TRAILER_HITCH_COUPLERS","15","950","0,001","0,011"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS ACCESSORIES","CARS & VANS ACCESSORIES EXTERIOR","VEHICLE_ROOF_CONSOLES","1","950","0,001","0,011"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_EMISSION_CO2_PUSH_SWITCHES","1","949","0,001","0,011"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ENGINE_INTAKE_GASKETS","12","948","0,001","0,011"
"CONSTRUCTION & INDUSTRY","INDUSTRY","OFFICE EQUIPMENT","OFFICE EQUIPMENT","FILING_CABINETS","11","946","0,001","0,005"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","BAKEWARE","KITCHEN_HOLE_PUNCHERS","30","946","0,001","0,008"
"SPORTS","OTHER SPORTS","BILLIARD","BILLIARD","BILLIARD_TABLES","11","946","0,001","0,027"
"CONSTRUCTION & INDUSTRY","INDUSTRY","GASTRONOMY & HOSPITALITY","GASTRONOMY & HOSPITALITY","INDUSTRIAL_DISHWASHERS","10","945","0,001","0,005"
"BEAUTY","BEAUTY PROFESSIONAL","MANICURE & PEDICURE","MANICURE ACCESSORIES & EQUIPMENTS","MANICURE_FINGER_COVERS","36","944","0,001","0,01"
"SPORTS","OTHER SPORTS","PING PONG GAME","PING PONG GAME","TABLE_TENNIS_NETS","12","942","0,001","0,026"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ENGINE","VEHICLE_WATER_PUMP_HOUSINGS","6","941","0,001","0,011"
"SPORTS","OTHER MAINSTREAM SPORTS","BASKETBALL","BASKETBALL","BASKETBALL_NETS","12","930","0,001","0,026"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ROOF_LIGHT_ASSEMBLIES","11","930","0,001","0,011"
"T & B","TOYS AND GAMES","OUTDOOR TOYS","PLAYGROUND TOYS","KIDS_PLAYGROUNDS","2","929","0,001","0,025"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","OTHER_VEHICLE_DOOR_LATCHES","10","929","0,001","0,011"
"HOME ELECTRONICS","SMALL APPLIANCES","KITCHEN","MEAL & DRINK MAKERS","COTTON_CANDY_MACHINES","24","926","0,001","0,014"
"VEHICLE PARTS & ACCESSORIES","ACC NAUTICAL VEHICLES","NAUTICAL REPLACEMENT PARTS","NAUTICAL HULL","NAUTICAL_INSPECTION_HATCHES","8","923","0,001","0,011"
"T & B","BABY","BREASTFEED & EATING ACCESSORIES","BREASTFEED ACCESSORIES","BABY_BOTTLE_TOTE_BAGS","27","923","0,001","0,025"
"FURNISHING & HOUSEWARE","DECOR","OTHERS DECOR","OTHERS DECOR","GAS_CYLINDER_COVERS","25","920","0,001","0,008"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","DENTAL SPECIALIZED EQUIPMENT","TEETH_WHITENING_POWDERS","31","920","0,001","0,011"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE REPLACEMENT PARTS","MOTORCYCLE BRAKES","MOTORCYCLE_BRAKE_DRUM_COVERS","13","920","0,001","0,011"
"BEAUTY","BEAUTY PERSONAL CARE","SOLAR CARE","BODY SOLAR CARE","AFTER_SUNS","26","920","0,001","0,01"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_ELEC_WIRE_HARNESS_KITS","12","918","0,001","0,011"
"VEHICLE PARTS & ACCESSORIES","ACC COMMERCIAL VEHICLES","COMMERCIAL VEHICLES REPLACEMENT PARTS","COMMERCIAL VEHICLES BODYWORK","VEHICLE_DOOR_CYLINDERS","15","917","0,001","0,011"
"FURNISHING & HOUSEWARE","HABERDASHERY","HABERDASHERY","HABERDASHERY","SEWING_BOXES","25","912","0,001","0,008"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","CONSTRUCTION MATERIALS","DRY CONSTRUCTION","GYPSUM_BOARDS","19","911","0,001","0,005"
"T & B","PARTY","PARTY EQUIPMENT","PARTY EQUIPMENT","COSTUME_EARS","28","910","0,001","0,024"
"T & B","BABY","BABY ACCESSORIES","BABY ACCESSORIES","BABY_TOOTH_BOXES","30","908","0,001","0,024"
"SPORTS","MOUNTAIN & OUTDOORS","SKI","SKI","SKI_AND_SNOWBOARD_GLOVES","13","907","0,001","0,025"
"T & B","TOYS AND GAMES","LIFELIKE TOYS","LIFELIKE TOYS","TOY_SEWING_MACHINES","13","904","0,001","0,024"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_AC_EXPANSION_VALVES","13","904","0,001","0,011"
"FURNISHING & HOUSEWARE","DECOR","DECORATIVE FIGURES","DECORATIVE FIGURES","DECORATIVE_MASKS","9","903","0,001","0,008"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","PREGNANCY_BELTS","22","903","0,001","0,007"
"T & B","TOYS AND GAMES","BOARD AND CARD GAMES","CARDS GAME","POKER_CHIPS","17","901","0,001","0,024"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","ORTHOPEDIC SPECIALIZED EQUIPMENT","PATIENT_GAIT_BELTS","12","900","0,001","0,011"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS LIGHTING","VEHICLE_REAR_BODY_TAIL_LIGHT_PANELS","3","899","0,001","0,011"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_HOSE_CLAMPS","24","898","0,001","0,011"
"CPG","FOODS","CHOCOLATE & SWEETS","CANDIES","NOUGATS","20","898","0,001","0,007"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_SUPERCHARGER_BLOW_OFF_VALVES","7","897","0,001","0,011"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","EGG_SEPARATORS","39","890","0,001","0,008"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS BODYWORK","VEHICLE_FLOOR_PANS","23","890","0,001","0,011"
"FURNISHING & HOUSEWARE","HABERDASHERY","HABERDASHERY","HABERDASHERY","HANDLOOMS","27","887","0,001","0,008"
"TECHNOLOGY","CONSOLE GAMING HARDWARE","GAMES ACCESSORIES","PERIPHERALS FOR GAMES","GAME_CONSOLE_CAMERAS_AND_SENSOR_BARS","10","887","0,001","0,003"
"BEAUTY","BEAUTY PROFESSIONAL","BEAUTY SALOON","SALOON SUPPLIES","EXFOLIATING_GLOVES_AND_MITTS","34","886","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE ACCESSORIES","MOTORCYCLE ACCESSORIES CLOTHING & FOOTWEAR","MOTORCYCLE_SAFETY_HARNESSES","18","886","0,001","0,011"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","HEALTH PROFESSIONAL CONSUMABLES","ELECTRIC_PET_HEATING_PADS","4","878","0,001","0,011"
"HEALTH","MEDICINES","PRESCRIPTION MEDICINES","PRESCRIPTION MEDICINES","RX_ANTIPARASITIC_MEDICINES","126","878","0,001","0,011"
"T & B","TOYS AND GAMES","MODELISM","MODELISM","MODEL_AIRCRAFT_RADIO_CONTROLS","7","877","0,001","0,024"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","ORGANIZATION","KITCHEN ORG","TOOTHPICK_HOLDERS","29","877","0,001","0,008"
"CONSTRUCTION & INDUSTRY","TOOLS","BOXES AND ORGANIZERS","ORGANIZERS","TOOL_ORGANIZERS","14","877","0,001","0,004"
"CONSTRUCTION & INDUSTRY","INDUSTRY","TEXTIL INDUSTRY","TEXTIL INDUSTRY","RIBBON_AND_ROPE_THERMAL_CUTTERS","11","877","0,001","0,004"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PARTS COMPONENTS","PC COMPONENTS","MOLEX_CABLES","46","877","0,001","0,003"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_STEERING_WHEEL_HUBS","8","876","0,001","0,01"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","PASTA_DRYING_RACKS","14","874","0,001","0,008"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_FUEL_FLOW_METERS","22","872","0,001","0,01"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_SPEEDOMETER_CABLES","19","872","0,001","0,01"
"SPORTS","OTHER SPORTS","SKATEBOARDS","SKATEBOARDS","COMPLETE_SKATEBOARDS","7","871","0,001","0,024"
"CPG","FOODS","GROCERIES","DRY FOOD","COUSCOUS","41","870","0,001","0,007"
"CONSTRUCTION & INDUSTRY","INDUSTRY","SAFETY EQUIPMENT","SAFETY EQUIPMENT","FIREFIGHTER_UNIFORMS","14","868","0,001","0,004"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_SHOCK_ABSORBERS","4","862","0,001","0,024"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","BATHROOM & KITCHEN CONSTRUCTION","BATHROOM & KITCHEN CONSTRUCTION ACC","BATHTUB_PILLOWS","17","861","0,001","0,004"
"CONSTRUCTION & INDUSTRY","INDUSTRY","INDUSTRY GENERAL EQUIPMENT","INDUSTRY GENERAL EQUIPMENT","CNC_LATHES","6","861","0,001","0,004"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_TRUNK_MOLDINGS","6","860","0,001","0,01"
"BEAUTY","BEAUTY PROFESSIONAL","MANICURE & PEDICURE","NAIL POLISH","NAIL_POLISH_THINNERS","25","859","0,001","0,009"
"TECHNOLOGY","SMARTPHONES & TABLETS","TABLETS & READERS ACCESSORIES","TABLET PARTIES","TABLET_BATTERIES","25","858","0,001","0,003"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ELEC_BODY_WIRE_HARNESSES","20","857","0,001","0,01"
"SPORTS","WATER SPORTS","SURF","SURF","SURFBOARD_WAXES","23","855","0,001","0,024"
"FURNISHING & HOUSEWARE","FURNITURE","LIVING & DININGROOM FURNITURE","DINING CHAIRS, TABLES & SETS","DINING_CHAIRS","7","853","0,001","0,008"
"SPORTS","OTHER SPORTS","OTHER SPORTS","RIDING","HORSE_BITS","12","851","0,001","0,024"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","WATER DISPENSERS AND FILTERS","ALKALINE_WATER_STICKS","11","850","0,001","0,008"
"OTHERS","ANTIQUES & HOBBIES","COLLECTIBLES","COLLECTIBLES","COLLECTIBLE_MATCHBOXES","38","850","0,001","0,152"
"SPORTS","OTHER SPORTS","OTHER SPORTS","OTHER SPORTS","KATANA_SWORDS","19","849","0,001","0,024"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","ELECTRONIC, TOOLS & COMPONENTS","ELECTRONIC COMPONENTS","RADIAL_INDUCTORS","13","849","0,001","0,013"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","LANDSCAPING & GARDEN CENTER","LANDSCAPING ACC","PLANT_MARKERS","26","849","0,001","0,004"
"HEALTH","MEDICINES","OTC MEDICINES","OTC MEDICINES","OTC_OTIC_AND_EYE_CARE_MEDICINES","18","845","0,001","0,01"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_CRUISE_CONTROL_UNITS","1","840","0,001","0,01"
"SPORTS","MOUNTAIN & OUTDOORS","SKI","SKI","SNOWWEAR_SETS","5","840","0,001","0,024"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","MUSICAL KEYBOARDS","MUSICAL KEYBOARDS & ACC","MUSICAL_KEYBOARD_RUBBER_CONTACTS","6","838","0,001","0,034"
"VEHICLE PARTS & ACCESSORIES","ACC AGRO VEHICLES & EQUIPMENT","LIVESTOCK","LIVESTOCK","LIVESTOCK_EAR_TAGS","10","832","0,001","0,01"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","DJ CONSOLES & MIXERS","DJ EQUIPMENT","EQUALIZERS","3","829","0,001","0,034"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ENGINE_COOLING_FAN_SWITCHES","25","828","0,001","0,01"
"SPORTS","OTHER SPORTS","OTHER SPORTS","RIDING","HORSE_PADS","7","825","0,001","0,023"
"SPORTS","OTHER SPORTS","OTHER SPORTS","OTHER SPORTS","SLACKLINE_KITS","5","825","0,001","0,023"
"HEALTH","HEALTH GOODS","EROTIC","EROTIC CLOTHING & COSTUMES","EROTIC_PANTIES","25","816","0,001","0,01"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","STORAGE","MEMORY CARD","MEMORY_CARD_COVERS_AND_BAGS","20","816","0,001","0,003"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS BATTERIES","CARS & VANS BATTERIES","VEHICLE_ELECTRICAL_BATTERY_HOLD_DOWNS","12","815","0,001","0,01"
"CONSTRUCTION & INDUSTRY","INDUSTRY","INDUSTRY GENERAL EQUIPMENT","INDUSTRY GENERAL EQUIPMENT","OVERHEAD_CRANES","4","810","0,001","0,004"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","AMBIENT","DIGITAL_RAIN_GAUGES","1","808","0,001","0,004"
"CPG","FOODS","BREAKFAST & CEREALS","MILK","KEFIR","19","803","0,001","0,007"
"SPORTS","OTHER SPORTS","HANDBALL","HANDBALL","HANDBALL_BALLS","8","798","0,001","0,022"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","BRICKWORK","MASONRY_TROWELS","23","798","0,001","0,004"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_TOGGLE_SWITCHES","3","797","0,001","0,01"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","KITCHEN_SYRINGES","21","797","0,001","0,007"
"FURNISHING & HOUSEWARE","MATTRESSES & SOMMIER","MATTRESSES","MATTRESSES","ELECTRIC_MASSAGE_MATS_AND_MATTRESSES","4","796","0,001","0,007"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE REPLACEMENT PARTS","MOTORCYCLE OTHERS","VEHICLE_TIRE_REPAIR_PATCHES","20","795","0,001","0,01"
"OTHERS","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","KNIFE_SHEATHS","21","795","0,001","0,142"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS TRANSMISSION","VEHICLE_REAR_WHEEL_HUBS_BEARING_ASSEMBLY","18","794","0,001","0,009"
"TECHNOLOGY","IT APPLIANCES","PROJECTOR ACCESSORIES & PARTS","PROJECTOR ACCESSORIES & PARTS","PROJECTOR_COVERS_AND_BAGS","14","789","0,001","0,003"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","OTHER MANUAL TOOLS","FISH_TAPES","14","788","0,001","0,004"
"HEALTH","MEDICINES","PRESCRIPTION MEDICINES","PRESCRIPTION MEDICINES","RX_MUSCULOSKELETAL_MEDICINES","37","786","0,001","0,009"
"CONSTRUCTION & INDUSTRY","INDUSTRY","GASTRONOMY & HOSPITALITY","GASTRONOMY & HOSPITALITY","BEER_BREWING_YEASTS","17","784","0,001","0,004"
"CONSTRUCTION & INDUSTRY","INDUSTRY","INDUSTRY GENERAL EQUIPMENT","INDUSTRY GENERAL EQUIPMENT","CNC_MACHINING_CENTERS","3","783","0,001","0,004"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_SUSPENSION_INSULATORS","12","783","0,001","0,009"
"HEALTH","HEALTH GOODS","EROTIC","EROTIC COSMESTIC & PERSONAL CARE","STIMULATING_PILLS_AND_CAPSULES","7","781","0,001","0,009"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","VIDEOCASSETTE_PLAYERS","7","781","0,001","0,012"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET TOYS","DOG_FRISBEES","19","780","0,001","0,006"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_TRANSFER_CASE_SEALS","1","780","0,001","0,009"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","PHYSICAL MEDIAS & HARDWARE FOR AUDIO & VIDEO","BLU_RAY_PLAYERS","5","780","0,001","0,012"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_ELECTRICAL_POWER_SUPPLY_CONVERTERS","11","776","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_HORN_BUTTONS","11","774","0,001","0,009"
"SPORTS","OTHER SPORTS","BILLIARD","BILLIARD","BILLIARD_TABLE_CLOTHS","8","774","0,001","0,022"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","DENTAL SPECIALIZED EQUIPMENT","ORTHODONTIC_WAXES","23","773","0,001","0,009"
"SPORTS","INDOOR SPORTS","BOXING AND MARTIAL ARTS","BAGS AND ACCESORIES","GROIN_GUARDS","12","771","0,001","0,022"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS EXHAUST","VEHICLE_EXHAUST_CLAMPS","17","771","0,001","0,009"
"T & B","BABY","STROLLERS & CAR SEATS","STROLLERS & CAR SEATS ACCEESSORIES","BABY_STROLLER_MOSQUITO_COVERS","35","770","0,001","0,021"
"VEHICLE PARTS & ACCESSORIES","ACC NAUTICAL VEHICLES","NAUTICAL REPLACEMENT PARTS","NAUTICAL LIGHTING","NAUTICAL_BOW_LIGHTS","1","770","0,001","0,009"
"CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","OTHER OFFICE & SCHOOL SUPPLIES","PINS_AND_THUMB_TACKS","17","769","0,001","0,004"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","MULTIMEDIA","PARTY EFFECTS MACHINES","CONFETTI_MACHINES","1","769","0,001","0,012"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_SUSPENSION_CONTROL_ARM_BUSHING_KITS","2","767","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC VEHICULAR MULTIMEDIA","VEHICULAR STEREOS AND SPEAKERS KITS","STEREOS AND SPEAKERS KITS","VEHICLE_STEREOS_AND_SPEAKERS_KITS","7","766","0,001","0,009"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","EGG_SLICERS","40","766","0,001","0,007"
"SPORTS","INDOOR SPORTS","PILATES","PILATES","PILATES_REFORMERS","3","764","0,001","0,021"
"VEHICLE PARTS & ACCESSORIES","ACC AGRO VEHICLES & EQUIPMENT","AGRO EQUIPMENT","BEEKEEPING","BEEKEEPING_BEESWAX_FOUNDATIONS","5","761","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC AGRO VEHICLES & EQUIPMENT","LIVESTOCK","LIVESTOCK","EAR_TAG_APPLICATORS","5","760","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_MIRROR_TRIMS","18","760","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_TRAILER_HITCH_ADAPTERS","2","759","0,001","0,009"
"FASHION","APPAREL ACCESSORIES","JEWELRY","JEWELRY","JEWELRY_DISPLAYS_AND_BOXES","17","758","0,001","0,006"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET HOUSE EQUIPMENT","TERRARIUM_HEATERS","4","757","0,001","0,006"
"CPG","PET","PET PROFESSIONAL","PET PROFESSIONAL","PET_TRAINING_CLICKERS","23","756","0,001","0,006"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ALTERNATOR_BRACKETS","9","756","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_INTERIOR_ELECTRICAL_POWER_OUTLETS","11","754","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC TOOLS","VEHICLE TOOLS","COMFORT","MECHANIC_CREEPERS","5","754","0,001","0,009"
"CONSTRUCTION & INDUSTRY","INDUSTRY","INDUSTRY GENERAL EQUIPMENT","INDUSTRY GENERAL EQUIPMENT","MANUAL_CAPSULE_FILLERS","15","752","0,001","0,004"
"FURNISHING & HOUSEWARE","FURNITURE","STORAGE FURNITURE","SIDEBOARD & DRAWERS","WARDROBES_AND_UPPER_STORAGES","2","749","0,001","0,007"
"BEAUTY","BEAUTY PROFESSIONAL","ESTHETIC","ESTHETIC SUPPLIES","NOSE_SHAPERS","17","748","0,001","0,008"
"TECHNOLOGY","CAMERAS & DRONES","STUDIO & LIGHTING","PHOTOGRAPHIC ACCESSORIES","PHOTO_CUTTERS","3","748","0,001","0,003"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","MEDICAL SPECIALIZED EQUIPMENT","PATIENT_LIFTS","5","747","0,001","0,009"
"CONSTRUCTION & INDUSTRY","INDUSTRY","PACKAGING","PACKAGING","INDUCTION_CAP_SEALERS","2","746","0,001","0,004"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","PC ACCESSORIES","COMPUTER_REMOTE_CONTROLS","21","746","0,001","0,003"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","PREGNANCY_PANTS_EXTENDERS","23","746","0,001","0,006"
"TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES PARTS & ACCESSORIES","SMARTPHONES ACCESSORIES","SIM_CARD_EJECT_PINS","18","742","0,001","0,003"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_SUNROOF_SWITCHES","5","742","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_TRANSMISSION_BEARINGS","4","740","0,001","0,009"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","DOOR, WINDOW & FENCES","FENCES & FARM GATES","ELECTRIC_FENCE_INSULATORS","11","738","0,001","0,004"
"HEALTH","HEALTH GOODS","EROTIC","EROTIC CLOTHING & COSTUMES","EROTIC_COSTUMES","12","738","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE REPLACEMENT PARTS","MOTORCYCLE BRAKES","MOTORCYCLE_BRAKE_RODS","22","737","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ENGINE_PAN_LIDS","8","736","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_MAINTENANCE_RUST_INHIBITORS","28","735","0,001","0,009"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","LAUNDRY PARTS","WASHING & DRYER MACHINE PARTS","WASHING_MACHINE_TIMERS","20","735","0,001","0,011"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","BAKEWARE","PASTRY_RULERS","25","732","0,001","0,006"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","LANDSCAPING & GARDEN CENTER","HYDROPONIC GROWTH","HYDROPONIC_GROWING_SYSTEMS","4","732","0,001","0,004"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_TIE_ROD_ENDS","11","731","0,001","0,009"
"VEHICLE PARTS & ACCESSORIES","ACC TOOLS","LIFTING EQUIPMENT","VEHICLE LIFTS","AUTOMOTIVE_LIFTS","18","730","0,001","0,009"
"SPORTS","OTHER SPORTS","PAINTBALL","PAINTBALL","PAINTBALL_O_RINGS","17","730","0,001","0,02"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","STRING INSTRUMENTS","VIOLIN & VIOLAS","VIOLIN_AND_VIOLA_SHOULDER_RESTS","12","729","0,001","0,03"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","OTHER_VEHICLE_SHOCK_ABSORBERS_AIR_BAGS","2","728","0,001","0,009"
"SPORTS","MOUNTAIN & OUTDOORS","CLIMBING","CLIMBING","CLIMBING_HOLDS","10","727","0,001","0,02"
