"vertical","agg1","agg2","agg3","dominio","unidades","nmv_brl","pct_del_nmv_zona","pct_del_nmv_vertical"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","CONSTRUCTION MATERIALS","DRY CONSTRUCTION","CONSTRUCTION_INSULATION_ROLLS","142","11303","0,009","0,057"
"T & B","BABY","BABY TOYS & ACTIVITY CENTERS","BABY TOYS","BABY_RATTLES","278","11297","0,009","0,303"
"TECHNOLOGY","IT APPLIANCES","CONNECTIVITY & NETWORKS","MODEMS","MODEMS","105","11270","0,009","0,038"
"CPG","FOODS","BREAKFAST & CEREALS","MILK","CONDENSED_MILK","632","11268","0,009","0,093"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","ORGANIZATION","OTHER ORG","ROLLING_SHOPPING_CARTS","221","11237","0,009","0,099"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ENGINE_BEARINGS","138","11234","0,009","0,134"
"SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","TACTICAL_BELTS","219","11229","0,009","0,315"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","WATERING & IRRIGATION","WATERING ACCESSORIES","IRRIGATION_TIMERS","91","11228","0,009","0,056"
"SPORTS","INDOOR SPORTS","GYM","GYM ACCESORIES","TRAINING_BIBS","169","11215","0,009","0,315"
"TECHNOLOGY","CAMERAS & DRONES","CAMERA ACCESSORIES","BAGS & CAMERA CARE","CAMERA_AND_VIDEO_CAMERA_BAGS_AND_COVERS","158","11212","0,009","0,038"
"CONSTRUCTION & INDUSTRY","TOOLS","POWER TOOLS","OTHER POWER TOOLS","POWER_TOOL_BATTERY_CHARGERS","215","11185","0,009","0,056"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_ABS_SENSORS","128","11176","0,009","0,134"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","BAKEWARE","PASTRY_MAKING_KITS","251","11168","0,009","0,099"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_TPMS_SENSORS","155","11155","0,009","0,133"
"T & B","PARTY","PARTY EQUIPMENT","PARTY MACHINES","FOG_MACHINES","76","11124","0,009","0,298"
"FASHION","APPAREL","CLOTHING","SPORTSWEAR","SPORTSWEAR","201","11076","0,009","0,087"
"FURNISHING & HOUSEWARE","FURNITURE","OUTDOOR FURNITURE","OTHER OUTDOOR FURNITURE","INFLATABLE_SOFAS","271","11068","0,009","0,098"
"FURNISHING & HOUSEWARE","HABERDASHERY","HABERDASHERY","HABERDASHERY","ANILINE_DYES","332","11063","0,009","0,098"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","INSECT & PEST CONTROL","INSECT & PEST CONTROL","RODENT_TRAPS","328","11049","0,009","0,055"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_CV_JOINTS","130","11045","0,009","0,132"
"CONSTRUCTION & INDUSTRY","INDUSTRY","SAFETY EQUIPMENT","SAFETY EQUIPMENT","INDUSTRIAL_SAFETY_HARNESSES","91","11039","0,009","0,055"
"T & B","TOYS AND GAMES","DOLLS","DOLLS PLAY SETS","DOLLHOUSES","109","11017","0,009","0,295"
"T & B","PARTY","PARTY COSTUMES & ACCESSORIES","COSTUMES ACESSORIES","PARTY_WIGS_BEARDS_AND_MOUSTACHES","395","11011","0,009","0,295"
"TECHNOLOGY","CONSOLE GAMING HARDWARE","GAMES ACCESSORIES","PERIPHERALS FOR GAMES","VIDEO_GAME_CONTROLLER_CHARGERS","210","11000","0,009","0,038"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PARTS COMPONENTS","PC COMPONENTS","LCD_DISPLAYS","87","11000","0,009","0,038"
"CPG","FOODS","BREAKFAST & CEREALS","TEA","YERBA_MATE","319","10984","0,009","0,091"
"T & B","TOYS AND GAMES","MOUNTABLE TOY VEHICLES","SCOOTERS","KICK_SCOOTERS","132","10980","0,009","0,294"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","BATHROOM & KITCHEN CONSTRUCTION","SINKS","KITCHEN_SINKS","174","10964","0,009","0,055"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","HAMBURGER_PRESSES","277","10890","0,008","0,096"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE REPLACEMENT PARTS","MOTORCYCLE BODYWORK","MOTORCYCLE_FOOT_PEGS","213","10887","0,008","0,13"
"CPG","FOODS","BREAKFAST & CEREALS","SWEET","CAKES","307","10883","0,008","0,09"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","GLOVES_AND_MITTENS","384","10882","0,008","0,086"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE REPLACEMENT PARTS","MOTORCYCLE BODYWORK","MOTORCYCLE_FORK_TUBES","160","10870","0,008","0,13"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET HOUSES","PET_PLAYPENS","308","10866","0,008","0,09"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ENGINE","VEHICLE_ENGINE_TAPPET_GUIDE_HOLDS","65","10852","0,008","0,13"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","PRECIOUS_AND_SEMI_PRECIOUS_STONES","209","10838","0,008","0,086"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","PC ACCESSORIES","CPU_STANDS","259","10822","0,008","0,037"
"BEAUTY","BEAUTY PROFESSIONAL","MANICURE & PEDICURE","MANICURE ACCESSORIES & EQUIPMENTS","DISPOSABLE_SLIPPERS_AND_FLIP_FLOPS","81","10803","0,008","0,113"
"T & B","BABY","BABY SECURITY","BABY SECURITY","BABY_CORNER_GUARDS","414","10794","0,008","0,29"
"T & B","PARTY","PARTY DECORATION","PARTY DECORATION ARTICLES","CAKE_TOPPERS","424","10781","0,008","0,289"
"SPORTS","OTHER SPORTS","SPORTS SHOOTING AND ARCHERY","SHOOTING","AIRGUN_PELLETS","173","10775","0,008","0,302"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ELECTRONICS","VEHICLE_ENGINE_OIL_PRESSURE_SENSORS","132","10755","0,008","0,129"
"TECHNOLOGY","IT APPLIANCES","CONNECTIVITY & NETWORKS","NETWORK CABLES & ACCESSORIES","NETWORK_HUBS","81","10754","0,008","0,037"
"CONSTRUCTION & INDUSTRY","INDUSTRY","SAFETY EQUIPMENT","SAFETY EQUIPMENT","MARKING_AND_WARNING_TAPES","247","10751","0,008","0,054"
"BEAUTY","BEAUTY PROFESSIONAL","MANICURE & PEDICURE","MANICURE ACCESSORIES & EQUIPMENTS","FALSE_NAILS","352","10690","0,008","0,112"
"TECHNOLOGY","IT APPLIANCES","PRINTERS PARTS & ACCESSORIES","PRINTERS PARTS","PRINTER_FUSERS","59","10690","0,008","0,036"
"SPORTS","INDOOR SPORTS","GYM","GYM DUMBBELLS AND WEIGHTS","WEIGHT_PLATES","115","10683","0,008","0,3"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","KITCHEN_THERMOMETERS","290","10646","0,008","0,094"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ENGINE","VEHICLE_AIR_FILTER_BOXES","131","10637","0,008","0,127"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","CONSTRUCTION MATERIALS","HEAVY WORK","GALVANIZED_STEEL_CABLES","136","10612","0,008","0,053"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS EXHAUST","VEHICLE_MUFFLERS","91","10610","0,008","0,127"
"TECHNOLOGY","CAMERAS & DRONES","DRONES, PARTS & ACCESSORIES","DRONES, PARTS & ACCESSORIES","DRONE_BACKPACKS_AND_CASES","79","10593","0,008","0,036"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","FLATWARE","KITCHEN_FORKS","319","10581","0,008","0,094"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","HAMMERS","MANUAL_HAMMERS","291","10576","0,008","0,053"
"SPORTS","OTHER MAINSTREAM SPORTS","RUNNING","RUNNING","COMPRESSION_SLEEVES","319","10560","0,008","0,296"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","DJ CONSOLES & MIXERS","DJ CONSOLES & MIXERS","DJ_CONTROLLERS","11","10548","0,008","0,43"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","ORGANIZATION","CLOTHING ORG","CLOTHING_COVERS","273","10531","0,008","0,093"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_FUEL_PRESSURE_REGULATORS","67","10524","0,008","0,126"
"CPG","CPG HOME CARE","CLEANING EQUIPMENT","CLEANING EQUIPMENT","MAGNETIC_GLASS_CLEANERS","285","10521","0,008","0,087"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","MEDICAL SPECIALIZED EQUIPMENT","GRADUATED_CYLINDERS","186","10466","0,008","0,126"
"CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","PEN, PENCILS & ACC","MECHANICAL_PENCILS","241","10466","0,008","0,052"
"SPORTS","MOUNTAIN & OUTDOORS","FISHING","FISHING_APPAREL_AND_EQUIPMENT","FISHING_SHIRTS","155","10462","0,008","0,294"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_WINDSHIELD_WIPER_MOTORS","170","10455","0,008","0,125"
"T & B","TOYS AND GAMES","OUTDOOR TOYS","PLAYGROUND TOYS","KIDS_TENTS","123","10442","0,008","0,28"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_STEERING_WHEEL_LOCKS","220","10440","0,008","0,125"
"HEALTH","HEALTH GOODS","EROTIC","SEX TOYS","DILDOS","150","10416","0,008","0,125"
"HOME ELECTRONICS","SMALL APPLIANCES","KITCHEN","MEAL & DRINK MAKERS","BREAD_MAKERS","41","10415","0,008","0,156"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","LANDSCAPING & GARDEN CENTER","SOIL, SUBSTRATES & STONES","GARDEN_STONES","283","10415","0,008","0,052"
"CPG","FOODS","GROCERIES","DRY FOOD","CORN_KERNELS","471","10414","0,008","0,086"
"OTHERS","OTHER","ESOTERIC","ESOTERIC","ENERGETIC_STONES","241","10406","0,008","1,862"
"T & B","PARTY","PARTY COSTUMES & ACCESSORIES","COSTUMES ACESSORIES","PARTY_HATS","289","10397","0,008","0,279"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","DRILLS & SCREWDRIVERS ACC","DRILL_AND_SCREWDRIVER_ADAPTERS","328","10391","0,008","0,052"
"TECHNOLOGY","COMPUTERS & NOTEBOOKS","DESKTOPS","ALL IN ONE","ALL_IN_ONE_COMPUTERS","4","10376","0,008","0,035"
"SPORTS","OTHER MAINSTREAM SPORTS","TENNIS","TENNIS","RACKET_STRINGS","81","10375","0,008","0,291"
"FURNISHING & HOUSEWARE","HABERDASHERY","HABERDASHERY","HABERDASHERY","KNITTING_NEEDLES","248","10330","0,008","0,091"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET TOYS","TREAT_DISPENSING_PET_TOYS","250","10327","0,008","0,085"
"ENTERTAINMENT","BOOKS AND OTHERS","BOOKS","ALBUMS AND STICKERS","CARD_ALBUMS","152","10312","0,008","0,421"
"SPORTS","WATER SPORTS","SWIMMING","SWIMMING","SWIM_CAPS","311","10311","0,008","0,289"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS TRANSMISSION","VEHICLE_ENGINE_CAMSHAFT_TIMING_GEARS","30","10293","0,008","0,123"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET TOYS","PET_TOY_BALLS","442","10273","0,008","0,085"
"CPG","CPG HOME CARE","LAUNDRY PRODUCTS","LAUNDRY PRODUCTS","CLOTHESPINS","362","10272","0,008","0,085"
"SPORTS","OTHER SPORTS","SKATEBOARDS","SKATEBOARDS","SKATEBOARD_AND_ROLLER_SKATE_BEARINGS","245","10266","0,008","0,288"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","AUDIO","AMPLIFIERS & RECEIVERS","PREAMPLIFIERS","48","10227","0,008","0,153"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","MEDICAL SPECIALIZED EQUIPMENT","OTOSCOPES","91","10227","0,008","0,123"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","BATHROOM","SHOWER CURTAINS AND HOOKS","SHOWER_CURTAINS","317","10219","0,008","0,09"
"CPG","CPG HOME CARE","CLEANING PRODUCTS & SUPPLIES","KITCHEN & CLEANING SUPPLIES","ALUMINUM_FOILS","285","10183","0,008","0,084"
"BEAUTY","BEAUTY ELECTRONICS","BEAUTY ELECTRONICS","ELECTRONICS_ACCESSORIES","HAIR_APPLIANCE_KITS","62","10163","0,008","0,106"
"FURNISHING & HOUSEWARE","DECOR","CANDLES AND ACC","CANDLES AND ACC","CANDLE_HOLDERS","255","10154","0,008","0,09"
"OTHERS","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","ANTIQUES & HOBBIES","TROPHIES","146","10147","0,008","1,816"
"BEAUTY","BEAUTY PROFESSIONAL","ESTHETIC","ESTHETIC SUPPLIES","DEPILATORY_WAXES","206","10121","0,008","0,106"
"SPORTS","INDOOR SPORTS","GYM","GYM ACCESORIES","HAND_GRIPS","305","10120","0,008","0,284"
"HEALTH","HEALTH GOODS","MASSAGERS","OTHER MASSAGERS","ELECTRIC_MASSAGE_PILLOWS","121","10111","0,008","0,122"
"CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","CUTTERS & SCISSORS","MANUAL_PAPER_CUTTERS","205","10108","0,008","0,051"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","CLEANING PARTS","CLEANING MACHINE PARTS","VACUUM_REPLACEMENT_NOZZLES","245","10097","0,008","0,152"
"CONSTRUCTION & INDUSTRY","INDUSTRY","PACKAGING","PACKAGING","THERMAL_ADHESIVE_TAPES","245","10080","0,008","0,05"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","WIND INSTRUMENTS","CLARINETS & FLUTES","FLUTES","130","10078","0,008","0,411"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","KITCHEN_TORCHES","269","10078","0,008","0,089"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","DRILLS & SCREWDRIVERS ACC","DRILL_STANDS","192","10069","0,008","0,05"
"FASHION","FOOTWEAR","OTHER FOOTWEAR","OTHER FOOTWEAR","FOOTWEAR","219","10060","0,008","0,079"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","CLOTHING_PATCHES","356","10012","0,008","0,079"
"OTHERS","OTHER","TOBACCO","TOBACCO","CIGARETTE_FILTERS","212","10009","0,008","1,791"
"CONSTRUCTION & INDUSTRY","TOOLS","BOXES AND ORGANIZERS","ORGANIZERS","PEGBOARDS_TOOL_STORAGE","131","10001","0,008","0,05"
"TECHNOLOGY","CAMERAS & DRONES","LENSES, PARTS & OTHERS","OPTICAL INSTRUMENTS","MONOCULARS","69","9997","0,008","0,034"
"CPG","FOODS","COOKIES & SNACKS","SNACKS","POPCORN","414","9985","0,008","0,083"
"FASHION","APPAREL","KIDS APPAREL","KIDS APPAREL","BABY_SWIMWEAR","154","9979","0,008","0,079"
"CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","SOAP","BATH_SPONGES","335","9964","0,008","0,082"
"VEHICLE PARTS & ACCESSORIES","OILS & FILTERS","OILS","CARS & VANS OILS","VEHICLE_CHAIN_OILS","163","9957","0,008","0,119"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","BRICKWORK","CONSTRUCTION_FINISHING_TROWELS","204","9957","0,008","0,05"
"FASHION","APPAREL","KIDS APPAREL","KIDS APPAREL","SCHOOL_UNIFORMS","278","9945","0,008","0,078"
"VEHICLE PARTS & ACCESSORIES","OILS & FILTERS","OILS","COMMERCIAL VEHICLES OILS","VEHICLE_AUTOMATIC_GEARBOX_OILS","48","9915","0,008","0,118"
"CONSTRUCTION & INDUSTRY","HOME OUTDOORS","WATERING & IRRIGATION","IRRIGATION GUNS","GARDENING_IRRIGATION_GUNS","278","9908","0,008","0,05"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","SERVEWARE","SNACKS_AND_DESSERTS_HOLDERS","185","9906","0,008","0,088"
"BEAUTY","MAKEUP","MAKEUP KITS AND ACCESSORIES","MAKEUP KITS AND ACCESSORIES","MAKEUP_SPONGES","350","9896","0,008","0,103"
"SPORTS","SPORTS ACCESSORIES","SPORTS ACCESSORIES","SPORTS ACCESSORIES","SPORT_PROTECTIVE_GEAR_KITS","119","9878","0,008","0,277"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_SUSPENSION_BALL_JOINTS","119","9877","0,008","0,118"
"T & B","TOYS AND GAMES","OUTDOOR TOYS","OTHER OUTDOOR TOYS","BUBBLE_TOYS","313","9862","0,008","0,264"
"FURNISHING & HOUSEWARE","TEXTILES","CURTAINS, BLINDS AND ACC","CURTAINS & BLINDS ACC","ELECTRIC_INDOOR_CURTAINS_AND_BLINDS","44","9850","0,008","0,087"
"OTHERS","OTHER","TATOOS","TATOOS","TATTOO_MACHINES","33","9849","0,008","1,762"
"TECHNOLOGY","IT APPLIANCES","PRINTERS PARTS & ACCESSORIES","PRINTERS 3D ACCESSORIES","3D_PRINTER_NOZZLES","129","9847","0,008","0,034"
"SPORTS","INDOOR SPORTS","BOXING AND MARTIAL ARTS","BAGS AND ACCESORIES","PUNCHING_BAGS","105","9843","0,008","0,276"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS TRANSMISSION","VEHICLE_CLUTCH_SLAVE_CYLINDERS","73","9802","0,008","0,117"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","CUTTING AND ROUGHING","HAND_SAWS","233","9790","0,008","0,049"
"T & B","TOYS AND GAMES","LIFELIKE TOYS","LIFELIKE TOYS","TOY_SUITCASES","148","9784","0,008","0,262"
"CONSTRUCTION & INDUSTRY","INDUSTRY","COMMERCE EQUIPMENT","COMMERCE EQUIPMENT","COMMERCIAL_NO_LIGHT_SIGNS","218","9779","0,008","0,049"
"CONSTRUCTION & INDUSTRY","STATIONERY","ART & CRAFT SUPPLIES","ART & CRAFT SUPPLIES","WATERCOLORS_AND_TEMPERAS","252","9763","0,008","0,049"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","MEASURING_CUPS_AND_JUGS","289","9756","0,008","0,086"
"HOME ELECTRONICS","SMALL APPLIANCES","KITCHEN","ELECTRIC KITCHEN TOOLS","FOOD_VACUUM_SEALERS","74","9747","0,008","0,146"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_DISC_BRAKE_KITS","62","9743","0,008","0,274"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET TOYS","BIRD_TOYS","254","9739","0,008","0,081"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","AUDIO","AMPLIFIERS & RECEIVERS","AV_RECEIVERS","18","9702","0,008","0,146"
"T & B","TOYS AND GAMES","ART & CRAFT","BOARDS","CHALKBOARDS_AND_WHITEBOARDS","196","9698","0,008","0,26"
"OTHERS","OTHER","OTHER","OTHER","BONGS","118","9687","0,008","1,733"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","GLASSES_COVERS_AND_BAGS","224","9620","0,007","0,076"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","STRING INSTRUMENTS","GUITARS & ACCESSORIES","EFFECT_PEDAL_POWER_SUPPLIES","76","9613","0,007","0,392"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_SUN_VISORS","156","9608","0,007","0,115"
"SPORTS","INDOOR SPORTS","BOXING AND MARTIAL ARTS","BAGS AND ACCESORIES","MARTIAL_ARTS_AND_BOXING_SHIN_GUARDS","63","9595","0,007","0,269"
"TECHNOLOGY","CAMERAS & DRONES","CAMERA ACCESSORIES","SUPPORTS & STABILIZERS","MONOPODS_AND_SELFIE_STICKS","176","9594","0,007","0,033"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","TABLETOP","SERVEWARE","ICE_CREAM_SERVING_SPOONS","197","9589","0,007","0,085"
"FURNISHING & HOUSEWARE","HABERDASHERY","HABERDASHERY","HABERDASHERY","TEXTILE_LABELS","225","9587","0,007","0,085"
"HEALTH","HEALTH GOODS","HEALTH PROFESSIONAL","MEDICAL SPECIALIZED EQUIPMENT","NURSING_KITS","80","9583","0,007","0,115"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ENGINE","VEHICLE_INTERCOOLER_HOSES","80","9563","0,007","0,114"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","SALAD_SPINNERS","137","9560","0,007","0,085"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ENGINE","VEHICLE_ENGINE_CYLINDER_HEAD_BOLTS","111","9535","0,007","0,114"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","SQUEEZE_BOTTLES","243","9531","0,007","0,084"
"CONSTRUCTION & INDUSTRY","TOOLS","GARDEN TOOLS","MANUAL GARDEN TOOLS","PRUNING_SHEARS","207","9526","0,007","0,048"
"CONSTRUCTION & INDUSTRY","INDUSTRY","ADVERTISEMENT & GRAPHIC DESIGN","ADVERTISEMENT & GRAPHIC DESIGN","COIL_BINDING_MACHINES","34","9523","0,007","0,048"
"HOME ELECTRONICS","AUDIO & GENERAL ELECTRONICS","AUDIO","OTHER AUDIO DEVICES","SPEAKERS_STANDS","175","9522","0,007","0,143"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","CLEANING & LAUNDRY","IRONING","IRONING_BOARD_COVERS","244","9513","0,007","0,084"
"HOME ELECTRONICS","LARGE APPLIANCES","REFRIGERATION","FREEZERS","FREEZERS","5","9499","0,007","0,143"
"T & B","TOYS AND GAMES","OTHER TOYS & GAMES","OTHER TOYS & GAMES","FIDGET_SPINNERS","283","9474","0,007","0,254"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","WELDING ACC","WELDING_RODS","167","9468","0,007","0,047"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","DESKTOP PC PARTS","COMPUTER CASES","DESKTOP_COMPUTER_CASES","69","9462","0,007","0,032"
"CONSTRUCTION & INDUSTRY","TOOLS","MEASURING TOOLS","PRESSURE","OXYGEN_PRESSURE_REGULATORS","75","9458","0,007","0,047"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","SOLAR ENERGY","SOLAR_BATTERIES","24","9418","0,007","0,047"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","CONSTRUCTION MATERIALS","DRY CONSTRUCTION","DRYWALLS","310","9418","0,007","0,047"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","NOTEBOOK ACCESSORIES","LAPTOP_BRIEFCASES","110","9416","0,007","0,032"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_BRAKE_CALIPERS","46","9403","0,007","0,112"
"SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","ELECTRIC_CAMPING_LANTERNS","287","9401","0,007","0,264"
"T & B","BABY","BABY CARE","BABY CARE","BABY_TEETHERS","292","9398","0,007","0,252"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS TRANSMISSION","VEHICLE_CLUTCH_DISCS","44","9385","0,007","0,112"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","ROTARY TOOL ACC","MICRO_ROTARY_TOOL_KITS","234","9370","0,007","0,047"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","PLUMBING","VALVES","PNEUMATIC_VALVES","101","9354","0,007","0,047"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_CHAIN_LUBRICANTS","160","9340","0,007","0,262"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_GROUPSETS","30","9328","0,007","0,262"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_CRANKSETS","85","9323","0,007","0,262"
"SPORTS","INDOOR SPORTS","GYM","GYM BARS","WALL_AND_DOOR_EXERCISE_BARS","171","9320","0,007","0,262"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ENGINE_OIL_PANS","72","9307","0,007","0,111"
"FASHION","APPAREL ACCESSORIES","JEWELRY","JEWELRY","JEWELRY","103","9306","0,007","0,073"
"OTHERS","OTHER","ESOTERIC","ESOTERIC","ESOTERIC_PRODUCTS","277","9292","0,007","1,663"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","BAR, WINE & ACC","BAR SETS & ACC","MANUAL_BEER_DISPENSERS","72","9289","0,007","0,082"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_ENGINE_PISTON_RING_SETS","109","9278","0,007","0,111"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PERIPHERALS ACCESSORIES","PC ACCESSORIES","PRESENTATION_REMOTES","159","9275","0,007","0,032"
"HEALTH","HEALTH GOODS","MASSAGERS","MASSAGERS FUNITURE","DOUBLE_CHIN_REDUCER_DEVICES","242","9262","0,007","0,111"
